project	bugNumber	assignmentDate	ourTopRecommendedRealAssignee	ourTopRecommendedRealAssigneeRank	totalCommunityMembers	realAssigneesTillNow
julialang/julia	277	Sun Dec 04 00:32:19 MST 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	277	Sun Dec 04 00:34:41 MST 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	278	Sun Dec 04 04:32:16 MST 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	278	Sun Dec 04 04:34:45 MST 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	282	Mon Dec 05 08:07:47 MST 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	282	Mon Dec 05 08:09:33 MST 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	284	Tue Dec 06 07:09:07 MST 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	285	Tue Dec 06 18:27:32 MST 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	284	Tue Dec 06 18:27:45 MST 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	279	Tue Dec 06 18:28:30 MST 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	289	Wed Dec 07 05:26:01 MST 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	290	Wed Dec 07 23:24:15 MST 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	291	Wed Dec 07 23:25:55 MST 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	290	Wed Dec 07 23:40:43 MST 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	292	Thu Dec 08 07:41:12 MST 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	292	Thu Dec 08 17:58:59 MST 2011	jeffbezanson	1	831	jeffbezanson
